o_cell_id,o_cell_x,o_cell_y,d_cell_id,d_cell_x,d_cell_y,o_admi_cd,d_admi_cd,st_time_cd,fns_time_cd,in_forn_div_nm,move_trans,move_dist,move_time,male_00_cnt,male_10_cnt,male_15_cnt,male_20_cnt,male_25_cnt,male_30_cnt,male_35_cnt,male_40_cnt,male_45_cnt,male_50_cnt,male_55_cnt,male_60_cnt,male_65_cnt,male_70_cnt,male_75_cnt,male_80_cnt,male_85_cnt,feml_00_cnt,feml_10_cnt,feml_15_cnt,feml_20_cnt,feml_25_cnt,feml_30_cnt,feml_35_cnt,feml_40_cnt,feml_45_cnt,feml_50_cnt,feml_55_cnt,feml_60_cnt,feml_65_cnt,feml_70_cnt,feml_75_cnt,feml_80_cnt,feml_85_cnt,total_cnt,etl_ymd
다사60754550,960875,1945625,다사63504825,963625,1948375,11680580,11215830,1720,1740,내국인,6,3818,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,20250602
다사60752700,960875,1927125,다사65252800,965375,1928125,41465560,41135662,1900,1920,내국인,6,4718,37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,20250602
다사60505725,960625,1957375,다사60505675,960625,1956875,11290770,11290770,11,12,내국인,8,474,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,20250602
다사61004450,961125,1944625,다사67254300,967375,1943125,11680610,11710646,1740,23,내국인,5,6596,340,0.00,0.00,0.00,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18,20250602
다사60258800,960375,1988125,다사60258800,960375,1988125,41250566,41250566,1820,21,내국인,8,0,175,0.00,0.00,0.00,0.00,0.00,0.00,3.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.58,20250602
다사60504200,960625,1942125,다사59504300,959625,1943125,11680690,11680655,11,11,내국인,7,1312,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,20250602
다사60504400,960625,1944125,다사30753000,930875,1930125,11680600,41390597,14,16,내국인,8,33055,97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,20250602
다사60504525,960625,1945375,다사60504950,960625,1949625,11680630,11200690,15,16,내국인,6,4400,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,2.70,20250602
다사60505175,960625,1951875,다사61506025,961625,1960375,11230600,11350625,1800,1840,내국인,6,8514,55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,4.05,20250602
다사60755775,960875,1957875,다사58505750,958625,1957625,11350560,11305545,0940,10,내국인,5,2375,9,0.00,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,20250602
다사61001300,961125,1913125,다사61751675,961875,1916875,41590587,41117585,11,12,내국인,9,3775,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.76,0.00,0.00,0.00,0.00,0.00,0.00,2.76,20250602
다사60754900,960875,1949125,다사58005250,958125,1952625,11200670,11230536,16,1720,내국인,9,4501,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,20250602
다사61001950,961125,1919625,다사60751900,960875,1919125,41117550,41117550,00,10,내국인,7,570,590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,20250602
다사60507050,960625,1970625,다사58257175,958375,1971875,41150510,41150615,11,12,내국인,9,2641,24,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,20250602
다사60506400,960625,1964125,다사60756325,960875,1963375,11350630,11350700,0940,0940,내국인,7,632,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,2.90,20250602
다사61002125,961125,1921375,다사59752200,959875,1922125,41117610,41117600,16,16,내국인,5,1565,12,0.00,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.92,20250602
다사60257025,960375,1970375,다사60006400,960125,1964125,41150510,11320522,0900,0940,내국인,5,6365,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,2.40,20250602
다사60505150,960625,1951625,다사64005625,964125,1956375,11200790,11260690,0720,0740,내국인,8,6010,26,0.00,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.72,20250602
다사60259000,960375,1990125,다사60758950,960875,1989625,41250600,41250535,1800,20,내국인,8,721,119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,20250602
다사60755200,960875,1952125,다사68005050,968125,1950625,11230600,11740590,0840,0940,내국인,9,7513,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,20250602
다사60256425,960375,1964375,다사35754775,935875,1947875,11350630,41196560,06,06,내국인,8,29648,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,20250602
다사60506275,960625,1962875,다사59756050,959875,1960625,11350700,11320511,06,06,내국인,9,2356,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15,0.00,0.00,0.00,3.15,20250602
다사60754925,960875,1949375,다사32004550,932125,1945625,11200670,28237648,16,1800,내국인,6,28776,99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.31,20250602
다사60751425,960875,1914375,다사58501275,958625,1912875,41590550,41590520,11,11,내국인,8,2718,10,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,20250602
다사60259000,960375,1990125,다사59007150,959125,1971625,41250600,41150615,20,21,내국인,8,18635,83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,20250602
다사60508800,960625,1988125,다사61755000,961875,1950125,41250566,11200720,1940,23,내국인,6,37918,183,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,20250602
다사60504525,960625,1945375,다사60754525,960875,1945375,11680590,11680580,12,12,내국인,7,250,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.19,20250602
다사60754500,960875,1945125,다사61254500,961375,1945125,11680610,11680610,14,15,내국인,7,380,19,0.00,0.00,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.84,20250602
다사61004225,961125,1942375,다사66504825,966625,1948375,11680660,11740650,0740,0840,내국인,9,8035,70,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,20250602
다사60504500,960625,1945125,다사63001550,963125,1915625,11680630,41463517,0700,0840,내국인,8,29447,85,0.00,0.00,0.00,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.43,20250602
다사60750825,960875,1908375,다사62000600,962125,1906125,41370543,41370510,1700,1720,내국인,8,2565,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,20250602
다사60501625,960625,1916375,다사63000775,963125,1907875,41117596,41590600,06,06,내국인,8,8808,21,0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,20250602
다사60751825,960875,1918375,다사61001800,961125,1918125,41117540,41117550,0800,0820,내국인,7,460,14,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,20250602
다사61001375,961125,1913875,다사58751200,958875,1912125,41590550,41590530,1740,1800,내국인,4,2960,21,0.00,0.00,0.00,0.00,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15,20250602
다사61002550,961125,1925625,다사56502075,956625,1920875,41465530,41115740,10,11,내국인,8,6585,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,20250602
다사60507100,960625,1971125,다사59005850,959125,1958625,41150510,11305603,12,13,내국인,5,12622,52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.79,0.00,0.00,0.00,0.00,0.00,0.00,2.79,20250602
다사60754675,960875,1946875,다사58254750,958375,1947625,11680580,11680545,0840,0900,내국인,9,2548,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,20250602
다사60505225,960625,1952375,다사61005175,961125,1951875,11230600,11230610,1840,1840,내국인,9,710,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,20250602
다사61004525,961125,1945375,다사60754525,960875,1945375,11680610,11680610,21,21,내국인,7,206,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,20250602
다사60505475,960625,1954875,다사49255025,949375,1950375,11230710,11440655,12,14,내국인,6,12070,115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,20250602
다사60505675,960625,1956875,다사46505300,946625,1953125,11290770,11440740,1800,1840,내국인,6,14326,46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,20250602
다사60505500,960625,1955125,다사64758025,964875,1980375,11230710,41630570,1800,1920,내국인,8,25572,82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,20250602
다사60754450,960875,1944625,다사52253425,952375,1934375,11680630,41173552,1700,1900,내국인,8,13418,134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.16,0.00,0.00,4.16,20250602
다사61001225,961125,1912375,다사65000650,965125,1906625,41590585,41590620,21,23,내국인,8,6934,87,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,20250602
다사60254925,960375,1949375,다사58254750,958375,1947625,11200650,11680545,10,11,내국인,6,2546,63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.00,0.00,0.00,3.27,20250602
다사60753825,960875,1938375,다사62754275,962875,1942875,11650660,11680720,12,12,내국인,8,4854,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26,20250602
다사61004600,961125,1946125,다사22753350,922875,1933625,11680580,28185850,11,12,내국인,8,40162,90,0.00,0.00,0.00,0.00,0.00,0.00,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,20250602
다사60257125,960375,1971375,다사60507125,960625,1971375,41150510,41150510,01,01,내국인,7,250,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.61,20250602
다사60255075,960375,1950875,다사58755125,958875,1951375,11200550,11200560,1940,20,내국인,7,1634,53,0.00,0.00,0.00,0.00,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.34,20250602
다사60505525,960625,1955375,다사66006150,966125,1961625,11230740,41360570,1720,1720,내국인,8,8113,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,20250602
다사61004525,961125,1945375,다사60255025,960375,1950375,11680610,11200660,21,22,내국인,6,4883,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,20250602
다사61001825,961125,1918375,다사51502000,951625,1920125,41117550,41113662,11,12,내국인,5,9610,60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,20250602
다사60756325,960875,1963375,다사63005750,963125,1957625,11350700,11260620,0740,0800,내국인,6,6323,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,2.88,20250602
다사60754375,960875,1943875,다사64754175,964875,1941875,11680600,11680700,1840,1940,내국인,6,4516,52,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,20250602
다사60255375,960375,1953875,다사62255250,962375,1952625,11230560,11230660,1700,1740,내국인,9,2441,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,20250602
다사60505825,960625,1958375,다사82255975,982375,1959875,11350560,41360256,1940,20,내국인,8,21862,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,20250602
다사60508800,960625,1988125,다사60508950,960625,1989625,41250566,41250535,1920,1920,내국인,5,1656,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,20250602
다사60501625,960625,1916375,다사62251675,962375,1916875,41117580,41117585,21,22,내국인,7,1820,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,20250602
다사60756250,960875,1962625,다사62755475,962875,1954875,11350700,11260520,22,22,내국인,6,8137,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,20250602
다사60508850,960625,1988625,다사60758825,960875,1988375,41250520,41250566,22,23,내국인,7,269,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,20250602
다사60754525,960875,1945375,다사44754800,944875,1948125,11680630,11470550,1940,20,내국인,8,16171,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,20250602
다사61001925,961125,1919375,다사59752175,959875,1921875,41117550,41117600,15,16,내국인,7,2863,70,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,20250602
다사61001650,961125,1916625,다사59001775,959125,1917875,41117580,41115730,11,11,내국인,8,2470,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,0.00,2.93,20250602
다사60255175,960375,1951875,다사60755200,960875,1952125,11200790,11230600,1940,1940,내국인,7,412,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,20250602
다사60258025,960375,1980375,다사59758100,959875,1981125,41630540,41630540,00,00,내국인,7,813,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.78,20250602
다사60501625,960625,1916375,다사61751400,961875,1914125,41117580,41590550,0900,0900,내국인,8,2685,0,0.00,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,20250602
다사60755725,960875,1957375,다사61255850,961375,1958625,11290770,11350580,16,16,내국인,5,1498,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,20250602
다사60754400,960875,1944125,다사61254975,961375,1949875,11680600,11200690,22,22,내국인,6,5608,33,0.00,0.00,0.00,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91,20250602
다사60755300,960875,1953125,다사61255300,961375,1953125,11230560,11230570,1800,21,내국인,7,450,191,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,20250602
다사60756025,960875,1960375,다사62505775,962625,1957875,11350695,11350595,14,15,내국인,6,3162,89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,20250602
