ETL_YMD,O_CELL_ID,O_CELL_X,O_CELL_Y,O_CELL_TP,D_CELL_ID,D_CELL_X,D_CELL_Y,D_CELL_TP,ST_TIME_CD,FNS_TIME_CD,IN_FORN_DIV_NM,MOVE_PURPOSE,MOVE_DIST,MOVE_TIME,MALE_00_CNT,MALE_10_CNT,MALE_20_CNT,MALE_30_CNT,MALE_35_CNT,MALE_40_CNT,MALE_45_CNT,MALE_50_CNT,MALE_55_CNT,MALE_60_CNT,MALE_65_CNT,MALE_70_CNT,MALE_75_CNT,MALE_80_CNT,MALE_85_CNT,FEML_00_CNT,FEML_10_CNT,FEML_15_CNT,FEML_20_CNT,FEML_25_CNT,FEML_30_CNT,FEML_35_CNT,FEML_40_CNT,FEML_45_CNT,FEML_50_CNT,FEML_55_CNT,FEML_60_CNT,FEML_65_CNT,FEML_70_CNT,FEML_75_CNT,FEML_80_CNT,FEML_85_CNT
20240327,다바61009575,961125,1895875,2,다사62001275,962125,1912875,1,6,7,1,1,4211,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0
20240321,다사27004025,927125,1940375,1,다사23504075,923625,1940875,2,17,18,1,3,1156,426,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사51004500,951125,1945125,0,다사51254500,951375,1945125,2,14,15,1,3,87,1012,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240325,다사66506750,966625,1967625,0,다사59256000,959375,1960125,2,21,22,1,3,2386,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,0,0,0
20240313,다사65002700,965125,1927125,0,다사53005300,953125,1953125,0,13,15,1,7,8521,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0
20240302,나사92507575,892625,1975875,2,다사00756725,900875,1967375,0,12,13,1,7,3118,633,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240314,다사40755825,940875,1958375,2,다사44755550,944875,1955625,1,6,7,1,1,1139,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0
20240329,다사55751850,955875,1918625,1,다사62251950,962375,1919625,2,16,16,1,3,1873,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사63007025,963125,1970375,2,다사66007325,966125,1973375,0,17,17,1,7,1072,158,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240321,다사57505225,957625,1952375,2,다사53755250,953875,1952625,1,6,7,2,1,1044,809,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사44254700,944375,1947125,2,다사43754650,943875,1946625,1,11,12,1,1,138,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0
20240305,다사58505200,958625,1952125,0,다사54504650,954625,1946625,0,14,14,1,7,1558,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,0,0
20240327,다사77006075,977125,1960875,0,다사76506050,976625,1960625,2,22,22,1,3,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240316,다사27004675,927125,1946875,0,다사53255050,953375,1950625,0,8,9,1,7,6907,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0
20240331,다사65003025,965125,1930375,0,다사63254600,963375,1946125,2,6,7,1,3,5052,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사41502175,941625,1921875,2,다사40502350,940625,1923625,0,9,9,1,7,605,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0
20240314,다사58001050,958125,1910625,1,다사61500375,961625,1903875,2,11,12,1,3,2404,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0
20240323,다사59004575,959125,1945875,0,라사10753425,1010875,1934375,0,11,13,1,7,17142,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0
20240308,다사69504025,969625,1940375,2,다사58754575,958875,1945875,1,7,8,1,1,3310,955,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240304,다사57004300,957125,1943125,1,다사64005700,964125,1957125,2,17,18,1,3,5078,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0
20240306,다사32503300,932625,1933125,0,다사32003300,932125,1933125,0,8,13,1,7,172,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사49754275,949875,1942875,1,다사47254200,947375,1942125,2,17,18,1,3,794,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0
20240304,다사30503700,930625,1937125,0,다사32004050,932125,1940625,2,19,20,1,3,1036,1194,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240318,다사26256125,926375,1961375,0,다사27256125,927375,1961375,2,11,12,1,3,283,1049,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240316,다사07504425,907625,1944375,0,다사34506825,934625,1968375,0,16,17,1,7,9955,1006,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사60508850,960625,1988625,2,다사60508850,960625,1988625,0,6,6,1,7,14,336,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240327,다사66252100,966375,1921125,2,다사52752075,952875,1920875,1,14,15,1,1,4416,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0
20240312,다사33252575,933375,1925875,0,다사33252550,933375,1925625,2,4,4,2,3,129,926,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사25754825,925875,1948375,0,다사44004975,944125,1949875,0,21,22,1,7,5277,995,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사61505975,961625,1959875,2,다사56756050,956875,1960625,1,7,8,1,1,1511,481,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사64503525,964625,1935375,1,다사63752575,963875,1925875,2,18,19,1,3,2847,566,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240317,다사77003575,977125,1935875,2,다사66753525,966875,1935375,0,17,17,1,7,3351,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사31004500,931125,1945125,2,다바13754900,913875,1849125,0,4,5,1,7,22128,1292,0,0,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다사43002325,943125,1923375,2,다사42502325,942625,1923375,0,9,9,1,7,162,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사69752050,969875,1920625,0,다사63501925,963625,1919375,2,16,18,1,3,1950,2104,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240327,다사51254425,951375,1944375,2,다사71005400,971125,1954125,0,11,12,1,7,7302,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0
20240306,다사68501975,968625,1919875,2,다사70002025,970125,1920375,0,8,9,1,7,419,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0
20240311,다사31754425,931875,1944375,0,다사31754425,931875,1944375,2,20,20,1,3,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0
20240319,다사49502875,949625,1928875,2,다사49002375,949125,1923875,0,16,17,1,7,1563,243,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240310,다바63258825,963375,1888375,0,다사65001600,965125,1916125,2,20,22,1,3,7344,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0
20240323,다사60751225,960875,1912375,2,다사57251950,957375,1919625,3,9,10,1,7,2313,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
20240313,다사47003700,947125,1937125,2,다사54253150,954375,1931625,0,11,12,1,7,2646,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
20240303,다사41752475,941875,1924875,0,다사40252675,940375,1926875,2,14,15,1,3,706,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0
20240331,다사26256050,926375,1960625,0,다사28257700,928375,1977125,1,10,10,1,1,5327,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0
20240313,다사41005775,941125,1957875,2,다사40505775,940625,1957875,0,7,7,1,7,160,9,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240308,다사73006950,973125,1969625,2,다사66756000,966875,1960125,1,6,6,1,1,3462,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0
20240306,다사47004750,947125,1947625,2,다사49753850,949875,1938625,0,11,14,1,7,2774,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0
20240323,다사54251075,954375,1910875,2,다사61750500,961875,1905125,0,10,13,2,7,2671,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다사47005275,947125,1952875,2,다사46005275,946125,1952875,0,13,15,1,7,273,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
20240319,다사54753350,954875,1933625,1,다사50753325,950875,1933375,2,17,17,1,3,954,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,0,0,0
20240328,다사57005925,957125,1959375,0,다사56255200,956375,1952125,3,16,17,1,7,2425,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
20240315,다사45503750,945625,1937625,1,다사59754950,959875,1949625,0,13,14,1,7,5272,1574,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240314,다사84502850,984625,1928625,2,다사84252850,984375,1928625,0,22,22,1,7,77,101,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240324,다사58756100,958875,1961125,1,다사57505900,957625,1959125,2,14,14,1,3,706,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0
20240326,다사61504275,961625,1942875,2,다사63754900,963875,1949125,1,7,8,1,1,1905,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240311,다사40756050,940875,1960625,2,다사35256225,935375,1962375,1,9,9,1,1,1390,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사49505900,949625,1959125,2,다사48755800,948875,1958125,0,14,14,1,7,437,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0
20240326,다사53002150,953125,1921625,2,다사52752175,952875,1921875,0,4,4,1,7,119,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0
20240302,다사66252800,966375,1928125,2,다사64252475,964375,1924875,0,19,19,1,7,1078,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사54004200,954125,1942125,0,다사69502000,969625,1920125,2,2,4,1,3,8688,1407,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240304,다사26004625,926125,1946375,1,다사26004600,926125,1946125,2,17,18,1,3,119,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0
20240327,다사24754625,924875,1946375,2,다사24254550,924375,1945625,0,10,10,1,7,295,174,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240331,다사38254175,938375,1941875,0,다사38754125,938875,1941375,2,7,7,1,3,197,176,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240318,다사60007975,960125,1979875,1,다사60508075,960625,1980875,2,15,16,1,3,378,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0
20240306,다사24503900,924625,1939125,2,다사24753875,924875,1938875,1,6,6,1,1,103,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240322,다사35256575,935375,1965875,0,다사35006600,935125,1966125,2,0,0,1,3,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0
20240331,다사51753125,951875,1931375,2,다사52003150,952125,1931625,0,11,11,1,7,103,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
20240327,다사43252650,943375,1926625,2,다사42502625,942625,1926375,0,8,8,1,7,173,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
20240315,다사51504400,951625,1944125,0,다사52254375,952375,1943875,0,11,11,1,7,254,106,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사60752000,960875,1920125,2,다사58001950,958125,1919625,0,10,11,1,7,774,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0
20240316,다사55501850,955625,1918625,4,다사63001825,963125,1918375,2,16,17,1,3,2158,496,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사48504450,948625,1944625,0,다바66256550,966375,1865625,2,19,21,1,3,21246,2156,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240313,다사78002625,978125,1926375,2,다사77253075,977375,1930875,0,9,9,1,7,1278,178,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240321,다사62002425,962125,1924375,0,다사63752550,963875,1925625,0,11,12,1,7,590,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0
20240301,다사31254350,931375,1943625,0,다사25503975,925625,1939875,2,15,15,1,3,1634,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0
20240306,다사34256625,934375,1966375,2,다사34006400,934125,1964125,1,8,8,1,1,713,482,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240326,다사56252250,956375,1922625,2,다사56502225,956625,1922375,0,4,4,1,7,44,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0
20240317,다사66001225,966125,1912375,2,다사47251075,947375,1910875,0,13,17,1,7,5087,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0
20240303,다사58005300,958125,1953125,2,다사59504950,959625,1949625,0,15,15,1,7,1175,308,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240307,다사37757000,937875,1970125,0,다사37757250,937875,1972625,2,15,15,1,3,648,94,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다바66008775,966125,1887875,2,다바63258850,963375,1888625,1,7,7,1,1,882,219,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240330,다사31752875,931875,1928875,2,다사16751900,916875,1919125,0,9,13,1,7,4750,3613,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240329,다사32004275,932125,1942875,0,다사32004300,932125,1943125,2,0,0,1,3,63,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0
20240324,다사67255050,967375,1950625,2,다사67005000,967125,1950125,0,9,12,1,7,122,2596,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다사66253400,966375,1934125,2,다바78753400,978875,1834125,0,7,9,1,7,23173,1622,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240326,다사50752750,950875,1927625,1,다사49752650,949875,1926625,2,15,15,1,3,348,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0
20240322,다사61756225,961875,1962375,1,다사61255975,961375,1959875,2,20,21,1,3,821,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0
20240314,다사48754775,948875,1947875,2,다사50004725,950125,1947375,1,8,8,1,2,348,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240318,다사61755025,961875,1950375,2,라사24008625,1024125,1986375,0,5,6,1,7,20313,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0
20240319,다사61006000,961125,1960125,2,다사61006175,961125,1961875,1,8,8,1,1,525,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0
20240308,다사60757200,960875,1972125,0,다사31004425,931125,1944375,0,11,13,1,7,9864,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240312,다사49254700,949375,1947125,1,다사45254875,945375,1948875,2,18,19,1,3,1138,641,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240313,다사62756125,962875,1961375,1,다사62756225,962875,1962375,2,22,23,1,3,287,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240323,다사67504825,967625,1948375,2,다사67504750,967625,1947625,1,11,11,1,1,272,132,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240310,다사55254475,955375,1944875,0,다사56254525,956375,1945375,2,13,13,1,3,277,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0
20240307,다사30504500,930625,1945125,0,다사30004700,930125,1947125,2,22,23,1,3,559,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240326,다사46254325,946375,1943375,1,다사46004425,946125,1944375,0,17,17,1,7,281,39,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240312,다사60752450,960875,1924625,2,다사54004275,954125,1942875,1,6,7,1,1,5182,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0
20240308,다사26004750,926125,1947625,2,다사24253625,924375,1936375,0,14,15,1,7,2648,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0
20240310,다사31254900,931375,1949125,2,다사31504925,931625,1949375,0,9,9,1,7,127,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0
20240308,다사71756825,971875,1968375,2,다사71506800,971625,1968125,0,21,21,1,7,112,25,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사50753250,950875,1932625,2,라바11259200,1011375,1892125,0,7,10,1,7,23873,3550,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240309,다사29504275,929625,1942875,2,다사30754300,930875,1943125,0,10,11,1,7,361,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0
20240312,다사54001050,954125,1910625,1,다사49752900,949875,1929125,0,17,18,1,7,5693,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0
20240322,다사41006200,941125,1962125,2,다사46756700,946875,1967125,0,13,15,1,7,2359,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0
20240307,다사47505050,947625,1950625,2,다사47255075,947375,1950875,0,12,12,1,7,98,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0
20240315,다사57751600,957875,1916125,2,다사52750825,952875,1908375,1,7,10,1,1,2561,2234,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사53252000,953375,1920125,2,다사53251975,953375,1919875,0,16,16,1,7,88,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240315,다바93252800,993375,1828125,2,다사39502600,939625,1926125,0,7,11,1,7,27334,3741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0
20240325,다사40502475,940625,1924875,1,다사44502175,944625,1921875,2,17,19,1,3,1150,1616,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240331,다사55252350,955375,1923625,0,다사54502200,954625,1922125,1,12,12,1,1,563,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0
20240316,다사66002475,966125,1924875,0,다사57251625,957375,1916375,2,17,18,1,3,2891,633,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240316,다사51505000,951625,1950125,2,다사51004900,951125,1949125,1,9,9,1,1,295,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0
20240321,다사73507125,973625,1971375,0,다사73756625,973875,1966375,0,20,20,1,7,1370,86,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240319,다사99251300,999375,1913125,1,다사95752050,995875,1920625,2,22,22,1,3,2422,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240329,다사56505450,956625,1954625,2,다사46504675,946625,1946875,1,7,8,1,2,3250,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240320,다사47004250,947125,1942625,2,다사47004425,947125,1944375,0,4,4,2,7,502,41,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240306,다사42002275,942125,1922875,0,다사43502175,943625,1921875,1,12,14,1,1,402,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0
20240302,다사61004600,961125,1946125,3,다사50751900,950875,1919125,2,18,21,1,3,8228,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240322,다사36253825,936375,1938375,0,다사31503100,931625,1931125,2,11,12,1,3,2484,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0
