start_dt,arv_dt,start_emd,arv_emd,sex_nm,agegrd_nm,start_arv_place_type,mvmn_time_sum,mvmn_dstc,popl_cnt
2019-09-30 10:40,2019-10-01 10:00,1117069,3233038,M,50,EE,1405,159977,3.29
2019-09-30 10:40,2019-10-01 10:00,3902062,1124067,M,50,EW,1407,476076,3.29
2019-09-30 10:40,2019-10-01 10:40,3202031,1102055,M,30,EE,1433,87455,2.37
2019-09-30 10:40,2019-10-01 10:40,3206060,1102068,M,25,EE,1427,160466,2.25
2019-09-30 11:00,2019-10-01 00:20,1116069,3902054,F,10,EE,788,478966,6.02
2019-09-30 11:00,2019-10-01 00:20,3704051,1119068,F,50,WH,814,192504,3.10
2019-09-30 11:00,2019-10-01 00:40,1111052,2301064,M,35,EE,817,58116,2.73
2019-09-30 11:00,2019-10-01 00:40,3304453,1106087,M,25,EH,831,107108,2.29
2019-09-30 11:00,2019-10-01 01:00,1113072,3127034,M,30,EH,832,48592,2.38
2019-09-30 11:00,2019-10-01 01:00,1116069,3901056,F,25,EE,853,449336,2.06
2019-09-30 11:00,2019-10-01 01:00,1116069,3901059,F,30,EE,836,449140,2.40
2019-09-30 11:00,2019-10-01 01:00,1123075,2405070,F,20,EE,841,253440,2.19
2019-09-30 11:00,2019-10-01 01:00,3114052,1111053,M,30,EH,829,54316,2.38
2019-09-30 11:00,2019-10-01 01:00,3128036,1103058,M,25,EE,841,63303,2.28
2019-09-30 11:00,2019-10-01 01:20,1109065,3123035,M,35,EH,870,44462,2.70
2019-09-30 11:00,2019-10-01 02:40,1116069,3902013,F,25,EE,946,456208,2.04
2019-09-30 11:00,2019-10-01 03:00,3235032,1124057,M,60,EE,964,149290,3.50
2019-09-30 11:00,2019-10-01 04:20,1102059,3122039,M,50,EE,1039,62585,3.30
2019-09-30 11:00,2019-10-01 04:20,1124064,2501057,M,50,HE,1031,133675,3.29
2019-09-30 11:00,2019-10-01 04:20,3838034,1110056,M,55,EE,1025,244905,3.32
2019-09-30 11:00,2019-10-01 06:00,3231011,1105063,M,25,EH,1142,69326,2.27
2019-09-30 11:00,2019-10-01 06:00,3304158,1112073,F,20,HE,1151,120936,2.21
2019-09-30 11:00,2019-10-01 07:00,1109064,2504066,M,40,EE,1208,142674,2.98
2019-09-30 11:00,2019-10-01 08:20,1118051,3433031,M,40,WE,1269,132741,3.01
2019-09-30 11:00,2019-10-01 08:20,3433039,1123078,F,25,EE,1272,154625,2.06
2019-09-30 11:00,2019-10-01 09:20,1111074,2901036,M,60,HE,1341,124074,3.56
2019-09-30 11:00,2019-10-01 10:00,3232011,1123060,F,35,EE,1380,81972,3.04
2019-09-30 11:00,2019-10-01 10:40,3206056,1123052,M,25,EE,1424,157517,2.27
2019-09-30 11:00,2019-10-01 11:00,1124069,3401134,F,55,EW,1439,83467,3.28
2019-09-30 11:00,2019-10-01 11:00,1125071,3231031,F,55,EE,1439,79826,3.25
2019-09-30 11:20,2019-10-01 00:00,3502069,1117067,M,60,HE,762,171117,3.51
2019-09-30 11:20,2019-10-01 00:20,1122060,3603036,M,45,EH,782,289504,3.20
2019-09-30 11:20,2019-10-01 00:20,3436039,1118059,M,50,EE,783,100290,3.31
2019-09-30 11:20,2019-10-01 00:40,3810012,1116052,M,35,EH,797,313081,2.71
2019-09-30 11:20,2019-10-01 01:00,1115052,3138035,F,55,HE,824,42860,3.25
2019-09-30 11:20,2019-10-01 01:00,1123064,3503069,M,40,EH,810,170698,2.97
2019-09-30 11:20,2019-10-01 01:00,3114053,1106088,M,55,EE,806,49287,3.28
2019-09-30 11:20,2019-10-01 01:00,3124037,1123076,M,50,EH,817,48708,3.29
2019-09-30 11:20,2019-10-01 01:00,3201038,1124080,F,00,EH,830,79684,27.95
2019-09-30 11:20,2019-10-01 01:20,1111079,3501266,M,20,EE,850,195563,2.71
2019-09-30 11:20,2019-10-01 01:20,1116069,3901011,F,30,EE,840,464539,2.41
2019-09-30 11:20,2019-10-01 01:20,1116069,3901065,M,50,EE,837,452589,3.30
2019-09-30 11:20,2019-10-01 01:20,1116069,3902013,F,35,EE,823,456208,3.03
2019-09-30 11:20,2019-10-01 01:20,1121065,3234034,M,75,EE,833,131422,6.02
2019-09-30 11:20,2019-10-01 01:40,1116069,3902060,F,15,EE,856,478114,4.11
2019-09-30 11:20,2019-10-01 04:40,1109071,3203034,F,25,EE,1027,176974,2.06
2019-09-30 11:20,2019-10-01 07:40,1101053,2901053,M,50,HW,1201,122145,3.26
2019-09-30 11:20,2019-10-01 07:40,1124065,3303056,M,55,EE,1223,100379,3.29
2019-09-30 11:20,2019-10-01 07:40,3902062,1104065,F,25,EW,1206,479958,2.03
2019-09-30 11:20,2019-10-01 08:20,2504063,1118051,M,45,WE,1257,126511,3.15
2019-09-30 11:20,2019-10-01 08:20,3203059,1124069,F,25,EE,1259,161762,2.06
2019-09-30 11:20,2019-10-01 08:20,3901069,1120068,M,35,EW,1261,445016,2.76
2019-09-30 11:20,2019-10-01 08:40,1107060,3231031,M,55,EE,1297,76083,3.30
2019-09-30 11:20,2019-10-01 08:40,1115051,3337011,F,80,EE,1291,97119,19.49
2019-09-30 11:20,2019-10-01 08:40,1125052,3635040,M,60,EE,1285,319534,3.56
2019-09-30 11:20,2019-10-01 08:40,3128051,1102054,M,30,EW,1287,67375,2.37
2019-09-30 11:20,2019-10-01 08:40,3203011,1122060,F,35,HE,1276,166855,3.03
2019-09-30 11:20,2019-10-01 09:00,1116069,3901011,M,25,EE,1307,470615,2.25
2019-09-30 11:20,2019-10-01 09:00,3304455,1124052,F,65,EE,1287,101181,4.69
2019-09-30 11:20,2019-10-01 09:20,3201054,1123072,F,70,EE,1331,71067,5.74
2019-09-30 11:20,2019-10-01 09:40,3401252,1124079,M,50,EW,1341,76073,3.29
2019-09-30 11:20,2019-10-01 10:00,1118052,3705065,M,55,EE,1345,202960,3.28
2019-09-30 11:20,2019-10-01 10:00,3304412,1104055,F,15,HE,1347,99728,4.04
2019-09-30 11:20,2019-10-01 10:00,3503072,1114059,M,45,EW,1353,175820,3.16
2019-09-30 11:20,2019-10-01 10:20,1101057,3201032,M,40,EW,1386,73933,3.00
2019-09-30 11:20,2019-10-01 10:20,1104055,3902013,F,30,HE,1384,454118,2.35
2019-09-30 11:20,2019-10-01 10:20,3705036,1125071,M,55,EE,1382,193942,3.31
2019-09-30 11:20,2019-10-01 10:40,3811457,1122051,F,60,EE,1402,287939,3.85
2019-09-30 11:20,2019-10-01 11:00,1101061,2503060,M,45,EW,1426,139527,3.17
2019-09-30 11:20,2019-10-01 11:00,1104068,3401159,F,20,WE,1419,81241,6.05
2019-09-30 11:20,2019-10-01 11:00,1105061,3304354,M,45,EE,1419,106528,3.17
2019-09-30 11:40,2019-10-01 00:00,3901014,1124069,F,25,EE,729,439085,2.06
2019-09-30 11:40,2019-10-01 00:40,1116064,2402066,M,30,EE,783,267776,2.36
2019-09-30 11:40,2019-10-01 01:00,1103073,3603055,F,15,EE,803,287985,3.98
2019-09-30 11:40,2019-10-01 01:00,1107054,2304065,F,40,HE,810,43888,3.45
2019-09-30 11:40,2019-10-01 01:00,1116069,3901012,F,40,EE,809,458613,3.45
2019-09-30 11:40,2019-10-01 01:00,1116069,3901012,M,55,EE,800,458613,3.30
2019-09-30 11:40,2019-10-01 01:00,1116069,3902061,F,30,EE,809,479959,2.40
2019-09-30 11:40,2019-10-01 01:00,1119074,3603037,M,30,EE,807,292089,2.38
2019-09-30 11:40,2019-10-01 01:00,1122060,3501256,F,25,EE,786,186202,2.06
2019-09-30 11:40,2019-10-01 01:00,1122060,3901066,F,20,HE,811,448742,2.17
2019-09-30 11:40,2019-10-01 01:00,3602052,1123064,F,30,EH,795,312939,2.35
2019-09-30 11:40,2019-10-01 01:20,1102055,3501166,F,25,EH,814,193224,2.07
2019-09-30 11:40,2019-10-01 01:20,1116069,3901012,F,35,EE,827,458383,2.98
2019-09-30 11:40,2019-10-01 01:20,1116069,3902060,F,15,EE,833,478552,4.11
2019-09-30 11:40,2019-10-01 01:40,3122034,1114074,M,55,EE,849,73748,3.27
2019-09-30 11:40,2019-10-01 02:00,1104073,3119134,F,80,EH,851,52348,19.48
2019-09-30 11:40,2019-10-01 02:00,3201058,1103069,M,35,HW,862,77551,2.71
2019-09-30 11:40,2019-10-01 03:00,1116069,3902052,F,35,EE,909,479161,3.02
2019-09-30 11:40,2019-10-01 03:00,3303011,1123065,F,60,EE,929,107622,3.83
2019-09-30 11:40,2019-10-01 03:40,1102069,3401253,M,20,EE,975,84741,2.71
2019-09-30 11:40,2019-10-01 04:00,1122057,3901014,F,35,HE,972,440234,3.03
2019-09-30 11:40,2019-10-01 04:20,1123065,3241033,F,25,EE,984,158217,2.06
2019-09-30 11:40,2019-10-01 05:00,1120053,3122041,M,55,HE,1040,60169,3.28
2019-09-30 11:40,2019-10-01 05:00,1124051,2301064,M,20,EE,1045,60001,2.70
2019-09-30 11:40,2019-10-01 06:00,3401212,1123066,F,60,HE,1099,70038,6.05
2019-09-30 11:40,2019-10-01 07:20,1123072,3431011,F,60,EH,1164,158286,3.81
2019-09-30 11:40,2019-10-01 08:00,1105059,3501166,M,25,EE,1214,190246,2.25
2019-09-30 11:40,2019-10-01 08:00,1107072,3401212,M,45,EE,1223,81716,3.16
2019-09-30 11:40,2019-10-01 08:00,1124077,3239035,F,60,EE,1222,113379,3.84
2019-09-30 11:40,2019-10-01 08:00,3204059,1124064,F,55,EE,1221,178716,3.27
2019-09-30 11:40,2019-10-01 08:20,2505061,1118052,M,55,EE,1227,120834,3.32
2019-09-30 11:40,2019-10-01 09:00,1102055,3632039,M,55,WE,1277,254158,3.29
2019-09-30 11:40,2019-10-01 09:00,1122060,3436011,F,20,EE,1284,106941,2.19
2019-09-30 11:40,2019-10-01 09:00,2504065,1123052,F,40,EE,1298,134072,3.45
2019-09-30 11:40,2019-10-01 09:20,1108072,3304134,F,55,EE,1295,120003,3.26
2019-09-30 11:40,2019-10-01 09:20,1123077,3402037,F,60,EE,1303,106253,3.82
2019-09-30 11:40,2019-10-01 09:40,3406051,1122067,M,30,EE,1315,138076,2.38
2019-09-30 11:40,2019-10-01 09:40,3706055,1119071,M,20,EE,1322,169669,2.71
2019-09-30 11:40,2019-10-01 10:00,1102052,2103052,F,45,EE,1338,328417,3.33
2019-09-30 11:40,2019-10-01 10:00,1102054,2501057,M,20,EE,1339,142303,2.70
2019-09-30 11:40,2019-10-01 10:00,2105064,1103073,F,25,HE,1328,322242,2.07
2019-09-30 11:40,2019-10-01 10:20,1101060,3436039,M,75,EE,1357,117364,5.99
2019-09-30 11:40,2019-10-01 10:20,2401059,1124068,M,25,EE,1349,259252,2.29
2019-09-30 11:40,2019-10-01 10:20,3901066,1123058,F,40,EE,1362,450151,3.44
2019-09-30 11:40,2019-10-01 10:40,1102059,3401111,F,10,EE,1393,89078,5.95
2019-09-30 11:40,2019-10-01 11:00,3437011,1119054,M,40,EE,1402,95869,3.04
